2219Temp+Humid,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Comments,Serial Number
18548,01/31/21 9:40,22,26,1.6,,
18549,01/31/21 9:50,22,25.5,1.4,,
18550,01/31/21 10:00,22,25.5,1.4,,
18551,01/31/21 10:10,22,25.5,1.4,,
18552,01/31/21 10:20,22,25.5,1.4,,
18553,01/31/21 10:30,22,25.5,1.4,,
18554,01/31/21 10:40,22,25.5,1.4,,
18555,01/31/21 10:50,22,25,1.1,,
18556,01/31/21 11:00,22,25,1.1,,
18557,01/31/21 11:10,22,25,1.1,,
18558,01/31/21 11:20,22,25,1.1,,
18559,01/31/21 11:30,22,25,1.1,,
18560,01/31/21 11:40,22,25,1.1,,
18561,01/31/21 11:50,22,25,1.1,,
18562,01/31/21 12:00,22,25,1.1,,
18563,01/31/21 12:10,22,24.5,0.8,,
18564,01/31/21 12:20,22,24.5,0.8,,
18565,01/31/21 12:30,22,24.5,0.8,,
18566,01/31/21 12:40,22,24.5,0.8,,
18567,01/31/21 12:50,22,24.5,0.8,,
18568,01/31/21 13:00,22,24.5,0.8,,
18569,01/31/21 13:10,22,24.5,0.8,,
18570,01/31/21 13:20,22,24.5,0.8,,
18571,01/31/21 13:30,22,24.5,0.8,,
18572,01/31/21 13:40,22,24.5,0.8,,
18573,01/31/21 13:50,22,24.5,0.8,,
18574,01/31/21 14:00,22,24.5,0.8,,
18575,01/31/21 14:10,22,24.5,0.8,,
18576,01/31/21 14:20,22,24.5,0.8,,
18577,01/31/21 14:30,22,24.5,0.8,,
18578,01/31/21 14:40,22,24.5,0.8,,
18579,01/31/21 14:50,22,24.5,0.8,,
18580,01/31/21 15:00,22,24.5,0.8,,
18581,01/31/21 15:10,22,24.5,0.8,,
18582,01/31/21 15:20,22,24.5,0.8,,
18583,01/31/21 15:30,22,24.5,0.8,,
18584,01/31/21 15:40,22,24.5,0.8,,
18585,01/31/21 15:50,22,24.5,0.8,,
18586,01/31/21 16:00,22,24.5,0.8,,
18587,01/31/21 16:10,22,24.5,0.8,,
18588,01/31/21 16:20,22,24.5,0.8,,
18589,01/31/21 16:30,22,24.5,0.8,,
18590,01/31/21 16:40,22,24.5,0.8,,
18591,01/31/21 16:50,22,24.5,0.8,,
18592,01/31/21 17:00,22,24.5,0.8,,
18593,01/31/21 17:10,22,24.5,0.8,,
18594,01/31/21 17:20,22,24.5,0.8,,
18595,01/31/21 17:30,22,24.5,0.8,,
18596,01/31/21 17:40,22,24.5,0.8,,
18597,01/31/21 17:50,22,24.5,0.8,,
18598,01/31/21 18:00,22,24.5,0.8,,
18599,01/31/21 18:10,22,24.5,0.8,,
18600,01/31/21 18:20,22,24.5,0.8,,
18601,01/31/21 18:30,22,24.5,0.8,,
18602,01/31/21 18:40,22,24.5,0.8,,
18603,01/31/21 18:50,22,24.5,0.8,,
18604,01/31/21 19:00,22,24.5,0.8,,
18605,01/31/21 19:10,22,24,0.5,,
18606,01/31/21 19:20,22,24,0.5,,
18607,01/31/21 19:30,22,24.5,0.8,,
18608,01/31/21 19:40,22,24,0.5,,
18609,01/31/21 19:50,22,24,0.5,,
18610,01/31/21 20:00,22,24,0.5,,
18611,01/31/21 20:10,22,24,0.5,,
18612,01/31/21 20:20,22,24,0.5,,
18613,01/31/21 20:30,22,24.5,0.8,,
18614,01/31/21 20:40,22,24.5,0.8,,
18615,01/31/21 20:50,22,24.5,0.8,,
18616,01/31/21 21:00,22,24.5,0.8,,
18617,01/31/21 21:10,22,24.5,0.8,,
18618,01/31/21 21:20,22,24.5,0.8,,
18619,01/31/21 21:30,22,24.5,0.8,,
18620,01/31/21 21:40,22,24.5,0.8,,
18621,01/31/21 21:50,22,24.5,0.8,,
18622,01/31/21 22:00,22,24.5,0.8,,
18623,01/31/21 22:10,22,24.5,0.8,,
18624,01/31/21 22:20,22,24.5,0.8,,
18625,01/31/21 22:30,22,24.5,0.8,,
18626,01/31/21 22:40,22,24.5,0.8,,
18627,01/31/21 22:50,22,24,0.5,,
18628,01/31/21 23:00,22,24,0.5,,
18629,01/31/21 23:10,22,24,0.5,,
18630,01/31/21 23:20,22,24,0.5,,
18631,01/31/21 23:30,22,24,0.5,,
18632,01/31/21 23:40,22,24,0.5,,
18633,01/31/21 23:50,22,24,0.5,,
18634,02/01/21 0:00,22,24,0.5,,
18635,02/01/21 0:10,22,24,0.5,,
18636,02/01/21 0:20,22,24,0.5,,
18637,02/01/21 0:30,22,23.5,0.2,,
18638,02/01/21 0:40,22,23.5,0.2,,
18639,02/01/21 0:50,22,23.5,0.2,,
18640,02/01/21 1:00,22,23.5,0.2,,
18641,02/01/21 1:10,22,23.5,0.2,,
18642,02/01/21 1:20,22,23.5,0.2,,
18643,02/01/21 1:30,22,23.5,0.2,,
18644,02/01/21 1:40,22.5,23.5,0.7,,
18645,02/01/21 1:50,22.5,23.5,0.7,,
18646,02/01/21 2:00,22.5,23.5,0.7,,
18647,02/01/21 2:10,22.5,23,0.4,,
18648,02/01/21 2:20,22.5,23,0.4,,
18649,02/01/21 2:30,22.5,23,0.4,,
18650,02/01/21 2:40,22.5,23,0.4,,
18651,02/01/21 2:50,22.5,23,0.4,,
18652,02/01/21 3:00,22.5,23,0.4,,
18653,02/01/21 3:10,22.5,22.5,0.1,,
18654,02/01/21 3:20,22.5,22.5,0.1,,
18655,02/01/21 3:30,22.5,22.5,0.1,,
18656,02/01/21 3:40,22.5,22.5,0.1,,
18657,02/01/21 3:50,22.5,22.5,0.1,,
18658,02/01/21 4:00,22.5,22.5,0.1,,
18659,02/01/21 4:10,22.5,22.5,0.1,,
18660,02/01/21 4:20,22.5,22,-0.3,,
18661,02/01/21 4:30,22.5,22,-0.3,,
18662,02/01/21 4:40,22.5,22,-0.3,,
18663,02/01/21 4:50,22.5,22,-0.3,,
18664,02/01/21 5:00,22.5,22,-0.3,,
18665,02/01/21 5:10,23,22,0.2,,
18666,02/01/21 5:20,22.5,22,-0.3,,
18667,02/01/21 5:30,22.5,22,-0.3,,
18668,02/01/21 5:40,22.5,22,-0.3,,
18669,02/01/21 5:50,22.5,21.5,-0.6,,
18670,02/01/21 6:00,22.5,21.5,-0.6,,
18671,02/01/21 6:10,22.5,21.5,-0.6,,
18672,02/01/21 6:20,22.5,21.5,-0.6,,
18673,02/01/21 6:30,22,21.5,-1,,
18674,02/01/21 6:40,22,21.5,-1,,
18675,02/01/21 6:50,22,21,-1.3,,
18676,02/01/21 7:00,22,21,-1.3,,
18677,02/01/21 7:10,22,21,-1.3,,
18678,02/01/21 7:20,22,21,-1.3,,
18679,02/01/21 7:30,22,21,-1.3,,
18680,02/01/21 7:40,22,21,-1.3,,
18681,02/01/21 7:50,22,21,-1.3,,
18682,02/01/21 8:00,22,21,-1.3,,
18683,02/01/21 8:10,22,21,-1.3,,
18684,02/01/21 8:20,22,20.5,-1.6,,
18685,02/01/21 8:30,22,20.5,-1.6,,
18686,02/01/21 8:40,22,20.5,-1.6,,
18687,02/01/21 8:50,22,20.5,-1.6,,
18688,02/01/21 9:00,22,20.5,-1.6,,
18689,02/01/21 9:10,22,20.5,-1.6,,
18690,02/01/21 9:20,22,20.5,-1.6,,
18691,02/01/21 9:30,22,20.5,-1.6,,
18692,02/01/21 9:40,22,20.5,-1.6,,
18693,02/01/21 9:50,22,20.5,-1.6,,
18694,02/01/21 10:00,22,20.5,-1.6,,
18695,02/01/21 10:10,22,20.5,-1.6,,
18696,02/01/21 10:20,22,20.5,-1.6,,
18697,02/01/21 10:30,22,20.5,-1.6,,
18698,02/01/21 10:40,22,20.5,-1.6,,
18699,02/01/21 10:50,22,20.5,-1.6,,
18700,02/01/21 11:00,22,20.5,-1.6,,
18701,02/01/21 11:10,22,20.5,-1.6,,
18702,02/01/21 11:20,22,20.5,-1.6,,
18703,02/01/21 11:30,22,20.5,-1.6,,
18704,02/01/21 11:40,22,20.5,-1.6,,
18705,02/01/21 11:50,22,20.5,-1.6,,
18706,02/01/21 12:00,22,20.5,-1.6,,
18707,02/01/21 12:10,22,20.5,-1.6,,
18708,02/01/21 12:20,22,20.5,-1.6,,
18709,02/01/21 12:30,22,20.5,-1.6,,
18710,02/01/21 12:40,22,20.5,-1.6,,
18711,02/01/21 12:50,22,21,-1.3,,
18712,02/01/21 13:00,22,21,-1.3,,
18713,02/01/21 13:10,22,21,-1.3,,
18714,02/01/21 13:20,22,21,-1.3,,
18715,02/01/21 13:30,22,21,-1.3,,
18716,02/01/21 13:40,22,21,-1.3,,
18717,02/01/21 13:50,22,21,-1.3,,
18718,02/01/21 14:00,22,21,-1.3,,
18719,02/01/21 14:10,22,21,-1.3,,
18720,02/01/21 14:20,22,21,-1.3,,
18721,02/01/21 14:30,22,20.5,-1.6,,
18722,02/01/21 14:40,22,20.5,-1.6,,
18723,02/01/21 14:50,22,20.5,-1.6,,
18724,02/01/21 15:00,22,20.5,-1.6,,
18725,02/01/21 15:10,22,20.5,-1.6,,
18726,02/01/21 15:20,22,20.5,-1.6,,
18727,02/01/21 15:30,22,20.5,-1.6,,
18728,02/01/21 15:40,22,20.5,-1.6,,
18729,02/01/21 15:50,22,20.5,-1.6,,
18730,02/01/21 16:00,22,20.5,-1.6,,
18731,02/01/21 16:10,22,20.5,-1.6,,
18732,02/01/21 16:20,22,20.5,-1.6,,
18733,02/01/21 16:30,22,20.5,-1.6,,
18734,02/01/21 16:40,22,20.5,-1.6,,
18735,02/01/21 16:50,22,20,-2,,
18736,02/01/21 17:00,22,20,-2,,
18737,02/01/21 17:10,22,20,-2,,
18738,02/01/21 17:20,22,20,-2,,
18739,02/01/21 17:30,22,19.5,-2.3,,
18740,02/01/21 17:40,22,19.5,-2.3,,
18741,02/01/21 17:50,22,19.5,-2.3,,
18742,02/01/21 18:00,22,19,-2.7,,
18743,02/01/21 18:10,22,19,-2.7,,
18744,02/01/21 18:20,22,19,-2.7,,
18745,02/01/21 18:30,22,19,-2.7,,
18746,02/01/21 18:40,22,19,-2.7,,
18747,02/01/21 18:50,22,19,-2.7,,
18748,02/01/21 19:00,22,18.5,-3,,
18749,02/01/21 19:10,22,18.5,-3,,
18750,02/01/21 19:20,22,18.5,-3,,
18751,02/01/21 19:30,22,18.5,-3,,
18752,02/01/21 19:40,22,18.5,-3,,
18753,02/01/21 19:50,22,18.5,-3,,
18754,02/01/21 20:00,22,18.5,-3,,
18755,02/01/21 20:10,22,18.5,-3,,
18756,02/01/21 20:20,22,18.5,-3,,
18757,02/01/21 20:30,22,18.5,-3,,
18758,02/01/21 20:40,22,18.5,-3,,
18759,02/01/21 20:50,22,18.5,-3,,
18760,02/01/21 21:00,22,18.5,-3,,
18761,02/01/21 21:10,22,18.5,-3,,
18762,02/01/21 21:20,22,18.5,-3,,
18763,02/01/21 21:30,22,18.5,-3,,
18764,02/01/21 21:40,22,18.5,-3,,
18765,02/01/21 21:50,22,18.5,-3,,
18766,02/01/21 22:00,22,18.5,-3,,
18767,02/01/21 22:10,22,18.5,-3,,
18768,02/01/21 22:20,22,18.5,-3,,
18769,02/01/21 22:30,22,18.5,-3,,
18770,02/01/21 22:40,22,18,-3.4,,
18771,02/01/21 22:50,22,18,-3.4,,
18772,02/01/21 23:00,22,18,-3.4,,
18773,02/01/21 23:10,22,18,-3.4,,
18774,02/01/21 23:20,22,18,-3.4,,
18775,02/01/21 23:30,22,18,-3.4,,
18776,02/01/21 23:40,22,17.5,-3.8,,
18777,02/01/21 23:50,22,17.5,-3.8,,
18778,02/02/21 0:00,22,17.5,-3.8,,
18779,02/02/21 0:10,22,17.5,-3.8,,
18780,02/02/21 0:20,22,18,-3.4,,
18781,02/02/21 0:30,22,18,-3.4,,
18782,02/02/21 0:40,22,18,-3.4,,
18783,02/02/21 0:50,22,18,-3.4,,
18784,02/02/21 1:00,22,18,-3.4,,
18785,02/02/21 1:10,22,18,-3.4,,
18786,02/02/21 1:20,22,18,-3.4,,
18787,02/02/21 1:30,22.5,18,-3,,
18788,02/02/21 1:40,22.5,18,-3,,
18789,02/02/21 1:50,22.5,18,-3,,
18790,02/02/21 2:00,22.5,18,-3,,
18791,02/02/21 2:10,22.5,18,-3,,
18792,02/02/21 2:20,22.5,18,-3,,
18793,02/02/21 2:30,22.5,18,-3,,
18794,02/02/21 2:40,22.5,18,-3,,
18795,02/02/21 2:50,22.5,18,-3,,
18796,02/02/21 3:00,22.5,18,-3,,
18797,02/02/21 3:10,22.5,18,-3,,
18798,02/02/21 3:20,22.5,18,-3,,
18799,02/02/21 3:30,22.5,18,-3,,
18800,02/02/21 3:40,22.5,18,-3,,
18801,02/02/21 3:50,23,18,-2.6,,
18802,02/02/21 4:00,23,18,-2.6,,
18803,02/02/21 4:10,23,18,-2.6,,
18804,02/02/21 4:20,23,18,-2.6,,
18805,02/02/21 4:30,22.5,18,-3,,
18806,02/02/21 4:40,22.5,18,-3,,
18807,02/02/21 4:50,22.5,18,-3,,
18808,02/02/21 5:00,22.5,18,-3,,
18809,02/02/21 5:10,22.5,18,-3,,
18810,02/02/21 5:20,22.5,18,-3,,
18811,02/02/21 5:30,22.5,18,-3,,
18812,02/02/21 5:40,22.5,18,-3,,
18813,02/02/21 5:50,22,18,-3.4,,
18814,02/02/21 6:00,22,18,-3.4,,
18815,02/02/21 6:10,22,18,-3.4,,
18816,02/02/21 6:20,22,18,-3.4,,
18817,02/02/21 6:30,22,18,-3.4,,
18818,02/02/21 6:40,22,18,-3.4,,
18819,02/02/21 6:50,21.5,18,-3.8,,
18820,02/02/21 7:00,21.5,18,-3.8,,
18821,02/02/21 7:10,21.5,18,-3.8,,
18822,02/02/21 7:20,21.5,18,-3.8,,
18823,02/02/21 7:30,21.5,18,-3.8,,
18824,02/02/21 7:40,21.5,18,-3.8,,
18825,02/02/21 7:50,21.5,18,-3.8,,
18826,02/02/21 8:00,21.5,18,-3.8,,
18827,02/02/21 8:10,21.5,18,-3.8,,
18828,02/02/21 8:20,21.5,18,-3.8,,
18829,02/02/21 8:30,21.5,18,-3.8,,
18830,02/02/21 8:40,21.5,18,-3.8,,
18831,02/02/21 8:50,21.5,18,-3.8,,
18832,02/02/21 9:00,21.5,18,-3.8,,
18833,02/02/21 9:10,21.5,18,-3.8,,
18834,02/02/21 9:20,21.5,18.5,-3.4,,
18835,02/02/21 9:30,21.5,18,-3.8,,
18836,02/02/21 9:40,21.5,18,-3.8,,
18837,02/02/21 9:50,21.5,18,-3.8,,
18838,02/02/21 10:00,21.5,18,-3.8,,
18839,02/02/21 10:10,21.5,18,-3.8,,
18840,02/02/21 10:20,21.5,18,-3.8,,
18841,02/02/21 10:30,21.5,18,-3.8,,
18842,02/02/21 10:40,21.5,18.5,-3.4,,
18843,02/02/21 10:50,21.5,18.5,-3.4,,
18844,02/02/21 11:00,21.5,18.5,-3.4,,
18845,02/02/21 11:10,21.5,18.5,-3.4,,
18846,02/02/21 11:20,21.5,18.5,-3.4,,
18847,02/02/21 11:30,21.5,18.5,-3.4,,
18848,02/02/21 11:40,21.5,18.5,-3.4,,
18849,02/02/21 11:50,22,18.5,-3,,
18850,02/02/21 12:00,22,18.5,-3,,
18851,02/02/21 12:10,22,18.5,-3,,
18852,02/02/21 12:20,22,18.5,-3,,
18853,02/02/21 12:30,22,18.5,-3,,
18854,02/02/21 12:40,22,18.5,-3,,
18855,02/02/21 12:50,22,18.5,-3,,
18856,02/02/21 13:00,22,19,-2.7,,
18857,02/02/21 13:10,22,19,-2.7,,
18858,02/02/21 13:20,22,19,-2.7,,
18859,02/02/21 13:30,22,19,-2.7,,
18860,02/02/21 13:40,22,19,-2.7,,
18861,02/02/21 13:50,22,19.5,-2.3,,
18862,02/02/21 14:00,22,19.5,-2.3,,
18863,02/02/21 14:10,22,19.5,-2.3,,
18864,02/02/21 14:20,22,19,-2.7,,
18865,02/02/21 14:30,22,19,-2.7,,
18866,02/02/21 14:40,22,19.5,-2.3,,
18867,02/02/21 14:50,22,19.5,-2.3,,
18868,02/02/21 15:00,22,19.5,-2.3,,
18869,02/02/21 15:10,22,19.5,-2.3,,
18870,02/02/21 15:20,22,19.5,-2.3,,
18871,02/02/21 15:30,22,19,-2.7,,
18872,02/02/21 15:40,22,19.5,-2.3,,
18873,02/02/21 15:50,22,19.5,-2.3,,
18874,02/02/21 16:00,22,19.5,-2.3,,
18875,02/02/21 16:10,22,19.5,-2.3,,
18876,02/02/21 16:20,22,19.5,-2.3,,
18877,02/02/21 16:30,22,19.5,-2.3,,
18878,02/02/21 16:40,22,19.5,-2.3,,
18879,02/02/21 16:50,22,19.5,-2.3,,
18880,02/02/21 17:00,22,19.5,-2.3,,
18881,02/02/21 17:10,22,19.5,-2.3,,
18882,02/02/21 17:20,22,19.5,-2.3,,
18883,02/02/21 17:30,22,19.5,-2.3,,
18884,02/02/21 17:40,22,19.5,-2.3,,
18885,02/02/21 17:50,22,19.5,-2.3,,
18886,02/02/21 18:00,22,19.5,-2.3,,
18887,02/02/21 18:10,22,19.5,-2.3,,
18888,02/02/21 18:20,22,19,-2.7,,
18889,02/02/21 18:30,22,19,-2.7,,
18890,02/02/21 18:40,22,19,-2.7,,
18891,02/02/21 18:50,22,19,-2.7,,
18892,02/02/21 19:00,22,19,-2.7,,
18893,02/02/21 19:10,22,19,-2.7,,
18894,02/02/21 19:20,22,19,-2.7,,
18895,02/02/21 19:30,22,19,-2.7,,
18896,02/02/21 19:40,22,19,-2.7,,
18897,02/02/21 19:50,22,19,-2.7,,
18898,02/02/21 20:00,22,19,-2.7,,
18899,02/02/21 20:10,22,18.5,-3,,
18900,02/02/21 20:20,22,19,-2.7,,
18901,02/02/21 20:30,22,19,-2.7,,
18902,02/02/21 20:40,22,19,-2.7,,
18903,02/02/21 20:50,22,18.5,-3,,
18904,02/02/21 21:00,22,18.5,-3,,
18905,02/02/21 21:10,22,18.5,-3,,
18906,02/02/21 21:20,22,18.5,-3,,
18907,02/02/21 21:30,21.5,18.5,-3.4,,
18908,02/02/21 21:40,21.5,18.5,-3.4,,
18909,02/02/21 21:50,21.5,18.5,-3.4,,
18910,02/02/21 22:00,21.5,18.5,-3.4,,
18911,02/02/21 22:10,22,18.5,-3,,
18912,02/02/21 22:20,22,18.5,-3,,
18913,02/02/21 22:30,22,18.5,-3,,
18914,02/02/21 22:40,22,18.5,-3,,
18915,02/02/21 22:50,22,18,-3.4,,
18916,02/02/21 23:00,22,18,-3.4,,
18917,02/02/21 23:10,22,18,-3.4,,
18918,02/02/21 23:20,22,18,-3.4,,
18919,02/02/21 23:30,22,18,-3.4,,
18920,02/02/21 23:40,22,18,-3.4,,
18921,02/02/21 23:50,22,18,-3.4,,
18922,02/03/21 0:00,22,18,-3.4,,
18923,02/03/21 0:10,22,18,-3.4,,
18924,02/03/21 0:20,22,18,-3.4,,
18925,02/03/21 0:30,22,18,-3.4,,
18926,02/03/21 0:40,22.5,18,-3,,
18927,02/03/21 0:50,22.5,18,-3,,
18928,02/03/21 1:00,22.5,18,-3,,
18929,02/03/21 1:10,22.5,18,-3,,
18930,02/03/21 1:20,22.5,18,-3,,
18931,02/03/21 1:30,22.5,18,-3,,
18932,02/03/21 1:40,22.5,18,-3,,
18933,02/03/21 1:50,22.5,18,-3,,
18934,02/03/21 2:00,22.5,18,-3,,
18935,02/03/21 2:10,23,18,-2.6,,
18936,02/03/21 2:20,23,17.5,-2.9,,
18937,02/03/21 2:30,23,17.5,-2.9,,
18938,02/03/21 2:40,23,17.5,-2.9,,
18939,02/03/21 2:50,23,17.5,-2.9,,
18940,02/03/21 3:00,23,17.5,-2.9,,
18941,02/03/21 3:10,23,17.5,-2.9,,
18942,02/03/21 3:20,23,17.5,-2.9,,
18943,02/03/21 3:30,23,17.5,-2.9,,
18944,02/03/21 3:40,23,17.5,-2.9,,
18945,02/03/21 3:50,23,17.5,-2.9,,
18946,02/03/21 4:00,23,17.5,-2.9,,
18947,02/03/21 4:10,23,17.5,-2.9,,
18948,02/03/21 4:20,23,17.5,-2.9,,
18949,02/03/21 4:30,23,17,-3.3,,
18950,02/03/21 4:40,23,17,-3.3,,
18951,02/03/21 4:50,23,17,-3.3,,
18952,02/03/21 5:00,23,17,-3.3,,
18953,02/03/21 5:10,23,17,-3.3,,
18954,02/03/21 5:20,23.5,17,-2.9,,
18955,02/03/21 5:30,23,17,-3.3,,
18956,02/03/21 5:40,23,16.5,-3.7,,
18957,02/03/21 5:50,23,16.5,-3.7,,
18958,02/03/21 6:00,23,16.5,-3.7,,
18959,02/03/21 6:10,23,16.5,-3.7,,
18960,02/03/21 6:20,22.5,16.5,-4.1,,
18961,02/03/21 6:30,22.5,16.5,-4.1,,
18962,02/03/21 6:40,22.5,16.5,-4.1,,
18963,02/03/21 6:50,22.5,16.5,-4.1,,
18964,02/03/21 7:00,22.5,16.5,-4.1,,
18965,02/03/21 7:10,22.5,16.5,-4.1,,
18966,02/03/21 7:20,22.5,16.5,-4.1,,
18967,02/03/21 7:30,22.5,16.5,-4.1,,
18968,02/03/21 7:40,22.5,16.5,-4.1,,
18969,02/03/21 7:50,22.5,16.5,-4.1,,
18970,02/03/21 8:00,22.5,16.5,-4.1,,
18971,02/03/21 8:10,22.5,16.5,-4.1,,
18972,02/03/21 8:20,22.5,17,-3.7,,
18973,02/03/21 8:30,22.5,17,-3.7,,
18974,02/03/21 8:40,22.5,17,-3.7,,
18975,02/03/21 8:50,22.5,17,-3.7,,
18976,02/03/21 9:00,22.5,17,-3.7,,
18977,02/03/21 9:10,22,17,-4.1,,
18978,02/03/21 9:20,22,17,-4.1,,
18979,02/03/21 9:30,22,17,-4.1,,
18980,02/03/21 9:40,22,17,-4.1,,
18981,02/03/21 9:50,22,17,-4.1,,
18982,02/03/21 10:00,22,17,-4.1,,
18983,02/03/21 10:10,22,17,-4.1,,
18984,02/03/21 10:20,22,17,-4.1,,
18985,02/03/21 10:30,22,17.5,-3.8,,
18986,02/03/21 10:40,22,17.5,-3.8,,
18987,02/03/21 10:50,22,17.5,-3.8,,
18988,02/03/21 11:00,22,17.5,-3.8,,
18989,02/03/21 11:10,22,18.5,-3,,
18990,02/03/21 11:20,22,18,-3.4,,
18991,02/03/21 11:30,22,18.5,-3,,
18992,02/03/21 11:40,22,18.5,-3,,
18993,02/03/21 11:50,22,19,-2.7,,
18994,02/03/21 12:00,22.5,19,-2.2,,
18995,02/03/21 12:10,22.5,19,-2.2,,
18996,02/03/21 12:20,22.5,19,-2.2,,
18997,02/03/21 12:30,22.5,19,-2.2,,
18998,02/03/21 12:40,22.5,19.5,-1.9,,
18999,02/03/21 12:50,22.5,19.5,-1.9,,
19000,02/03/21 13:00,22.5,19.5,-1.9,,
19001,02/03/21 13:10,22,19.5,-2.3,,
19002,02/03/21 13:20,22,19.5,-2.3,,
19003,02/03/21 13:30,22,19.5,-2.3,,
19004,02/03/21 13:40,22,19.5,-2.3,,
19005,02/03/21 13:50,22,19.5,-2.3,,
19006,02/03/21 14:00,22,19.5,-2.3,,
19007,02/03/21 14:10,22,19.5,-2.3,,
19008,02/03/21 14:20,22,19.5,-2.3,,
19009,02/03/21 14:30,22,20,-2,,
19010,02/03/21 14:40,22,20,-2,,
19011,02/03/21 14:50,22,20,-2,,
19012,02/03/21 15:00,22,20.5,-1.6,,
19013,02/03/21 15:10,22,20.5,-1.6,,
19014,02/03/21 15:20,22,20.5,-1.6,,
19015,02/03/21 15:30,22,20.5,-1.6,,
19016,02/03/21 15:40,22,20.5,-1.6,,
19017,02/03/21 15:50,22,20.5,-1.6,,
19018,02/03/21 16:00,22,20.5,-1.6,,
19019,02/03/21 16:10,22,20.5,-1.6,,
19020,02/03/21 16:20,22,21,-1.3,,
19021,02/03/21 16:30,22,21,-1.3,,
19022,02/03/21 16:40,22,21,-1.3,,
19023,02/03/21 16:50,22,21,-1.3,,
19024,02/03/21 17:00,22,21,-1.3,,
19025,02/03/21 17:10,22,21.5,-1,,
19026,02/03/21 17:20,22,21.5,-1,,
19027,02/03/21 17:30,22,21.5,-1,,
19028,02/03/21 17:40,22,21.5,-1,,
19029,02/03/21 17:50,22,21.5,-1,,
19030,02/03/21 18:00,22,21.5,-1,,
19031,02/03/21 18:10,22,21.5,-1,,
19032,02/03/21 18:20,22,21.5,-1,,
19033,02/03/21 18:30,22,21.5,-1,,
19034,02/03/21 18:40,22,21.5,-1,,
19035,02/03/21 18:50,22,21.5,-1,,
19036,02/03/21 19:00,22,21.5,-1,,
19037,02/03/21 19:10,22,21.5,-1,,
19038,02/03/21 19:20,22,21.5,-1,,
19039,02/03/21 19:30,22,21.5,-1,,
19040,02/03/21 19:40,22,21.5,-1,,
19041,02/03/21 19:50,22,21.5,-1,,
19042,02/03/21 20:00,22,21.5,-1,,
19043,02/03/21 20:10,22,21.5,-1,,
19044,02/03/21 20:20,22,21.5,-1,,
19045,02/03/21 20:30,22,21.5,-1,,
19046,02/03/21 20:40,22,21.5,-1,,
19047,02/03/21 20:50,22,21.5,-1,,
19048,02/03/21 21:00,22,21.5,-1,,
19049,02/03/21 21:10,22,21,-1.3,,
19050,02/03/21 21:20,22,21,-1.3,,
19051,02/03/21 21:30,22,21,-1.3,,
19052,02/03/21 21:40,22,21,-1.3,,
19053,02/03/21 21:50,22,21,-1.3,,
19054,02/03/21 22:00,22,21.5,-1,,
19055,02/03/21 22:10,22,21.5,-1,,
19056,02/03/21 22:20,22,21.5,-1,,
19057,02/03/21 22:30,22,21.5,-1,,
19058,02/03/21 22:40,22,21,-1.3,,
19059,02/03/21 22:50,22,21,-1.3,,
19060,02/03/21 23:00,22,21,-1.3,,
19061,02/03/21 23:10,22,21,-1.3,,
19062,02/03/21 23:20,22,21,-1.3,,
19063,02/03/21 23:30,22,21,-1.3,,
19064,02/03/21 23:40,22,21,-1.3,,
19065,02/03/21 23:50,22,21,-1.3,,
19066,02/04/21 0:00,22,21,-1.3,,
19067,02/04/21 0:10,22,21,-1.3,,
19068,02/04/21 0:20,22,21,-1.3,,
19069,02/04/21 0:30,22,21,-1.3,,
19070,02/04/21 0:40,22,21,-1.3,,
19071,02/04/21 0:50,22.5,21,-0.9,,
19072,02/04/21 1:00,22.5,21,-0.9,,
19073,02/04/21 1:10,22.5,21,-0.9,,
19074,02/04/21 1:20,22.5,21,-0.9,,
19075,02/04/21 1:30,22.5,21,-0.9,,
19076,02/04/21 1:40,22.5,21,-0.9,,
19077,02/04/21 1:50,22.5,21,-0.9,,
19078,02/04/21 2:00,22.5,21,-0.9,,
19079,02/04/21 2:10,22.5,21,-0.9,,
19080,02/04/21 2:20,22.5,21,-0.9,,
19081,02/04/21 2:30,23,21,-0.5,,
19082,02/04/21 2:40,23,21,-0.5,,
19083,02/04/21 2:50,23,21,-0.5,,
19084,02/04/21 3:00,23,21,-0.5,,
19085,02/04/21 3:10,23,21,-0.5,,
19086,02/04/21 3:20,23,21,-0.5,,
19087,02/04/21 3:30,23,21,-0.5,,
19088,02/04/21 3:40,23,20.5,-0.8,,
19089,02/04/21 3:50,23,20.5,-0.8,,
19090,02/04/21 4:00,23,20.5,-0.8,,
19091,02/04/21 4:10,23,20.5,-0.8,,
19092,02/04/21 4:20,23,20.5,-0.8,,
19093,02/04/21 4:30,23,20.5,-0.8,,
19094,02/04/21 4:40,23,20.5,-0.8,,
19095,02/04/21 4:50,23,20.5,-0.8,,
19096,02/04/21 5:00,23,20.5,-0.8,,
19097,02/04/21 5:10,23,20.5,-0.8,,
19098,02/04/21 5:20,23.5,20.5,-0.4,,
19099,02/04/21 5:30,23.5,20,-0.7,,
19100,02/04/21 5:40,23,20,-1.1,,
19101,02/04/21 5:50,23,20,-1.1,,
19102,02/04/21 6:00,23,20,-1.1,,
19103,02/04/21 6:10,22.5,20,-1.6,,
19104,02/04/21 6:20,22.5,20,-1.6,,
19105,02/04/21 6:30,22.5,20,-1.6,,
